leafy,raise!-(69-E3.3-M6-S15)-cleat!-(6-E1.0-M1-S6)-fella!-(1-E1.0-M1-S1)-leafy!,4
rebar,raise!-(13-E2.1-M3-S5)-relay!-(3-E1.0-M1-S3)-rebar!,3
other,raise!-(102-E8.7-M16-S15)-outer!-(1-E1.0-M1-S1)-other!,3
lapel,raise!-(20-E2.1-M4-S9)-notch-(4-E1.0-M1-S4)-bagel!-(1-E1.0-M1-S1)-lapel!,4
drank,raise!-(78-E4.7-M9-S13)-tronc-(5-E1.4-M2-S3)-brand!-(1-E1.0-M1-S1)-drank!,4
idler,raise!-(26-E2.8-M6-S8)-vined-(1-E1.0-M1-S1)-idler!,3
genie,raise!-(25-E2.1-M4-S8)-lingo-(1-E1.0-M1-S1)-genie!,3
spelt,raise!-(41-E2.2-M4-S16)-spelt!,2
doubt,raise!-(168-E6.3-M15-S19)-could!-(2-E1.0-M1-S2)-doubt!,3
retch,raise!-(20-E2.3-M4-S5)-ruler!-(2-E1.0-M1-S2)-reedy!-(1-E1.0-M1-S1)-retch!,4
manic,raise!-(14-E2.0-M4-S8)-panic!-(1-E1.0-M1-S1)-manic!,3
comet,raise!-(121-E5.0-M14-S20)-betel!-(5-E1.0-M1-S5)-comet!,3
roomy,raise!-(10-E1.4-M2-S6)-ruddy!-(2-E1.0-M1-S2)-rocky!-(1-E1.0-M1-S1)-roomy!,4
young,raise!-(168-E6.3-M15-S19)-could!-(7-E1.0-M1-S7)-mouth!-(1-E1.0-M1-S1)-young!,4
stead,raise!-(12-E1.7-M3-S7)-steak!-(3-E1.7-M2-S1)-stead!,3
strap,raise!-(21-E2.9-M6-S8)-strap!,2
sauce,raise!-(9-E1.7-M3-S6)-butch-(1-E1.0-M1-S1)-sauce!,3
swirl,raise!-(5-E1.0-M1-S5)-shirk!-(1-E1.0-M1-S1)-swirl!,3
sower,raise!-(18-E2.1-M4-S6)-sheer!-(4-E1.5-M2-S2)-sober!-(1-E1.0-M1-S1)-sower!,4
brute,raise!-(40-E3.0-M6-S13)-prong-(4-E1.0-M1-S4)-brute!,3
alone,raise!-(41-E4.8-M9-S6)-plate!-(2-E1.0-M1-S2)-algae!-(1-E1.0-M1-S1)-alone!,4
cadet,raise!-(20-E2.1-M4-S9)-notch-(2-E1.0-M1-S2)-cadet!,3
verge,raise!-(40-E3.0-M6-S13)-prong-(2-E1.0-M1-S2)-merge!-(1-E1.0-M1-S1)-verge!,4
bowel,raise!-(121-E5.0-M14-S20)-betel!-(1-E1.0-M1-S1)-bowel!,3
stove,raise!-(17-E2.6-M5-S7)-stone!-(3-E1.7-M2-S1)-stoke!-(2-E1.0-M1-S2)-stole!-(1-E1.0-M1-S1)-stove!,5
tepee,raise!-(61-E2.6-M5-S18)-nould-(5-E1.0-M1-S5)-femme!-(1-E1.0-M1-S1)-tepee!,4
story,raise!-(24-E2.3-M4-S8)-short!-(3-E1.7-M2-S1)-stork!-(2-E1.0-M1-S2)-storm!-(1-E1.0-M1-S1)-story!,5
super,raise!-(18-E2.1-M4-S6)-sheer!-(4-E1.5-M2-S2)-sober!-(2-E1.0-M1-S2)-super!,4
bluff,raise!-(168-E6.3-M15-S19)-could!-(8-E1.3-M2-S6)-flunk!-(1-E1.0-M1-S1)-bluff!,4
knoll,raise!-(168-E6.3-M15-S19)-could!-(1-E1.0-M1-S1)-knoll!,3
chard,raise!-(78-E4.7-M9-S13)-tronc-(2-E1.0-M1-S2)-chard!,3
grass,raise!-(8-E2.0-M3-S3)-brash!-(3-E1.0-M1-S3)-crass!-(1-E1.0-M1-S1)-grass!,4
stack,raise!-(43-E3.0-M5-S13)-stalk!-(2-E1.0-M1-S2)-stack!,3
belch,raise!-(121-E5.0-M14-S20)-betel!-(3-E1.7-M2-S1)-belch!,3
loyal,raise!-(92-E4.2-M7-S8)-cloak!-(6-E1.3-M2-S4)-tonal!-(2-E1.0-M1-S2)-loyal!,4
range,raise!-(1-E1.0-M1-S1)-range!,2
snout,raise!-(80-E3.7-M7-S11)-poynt-(1-E1.0-M1-S1)-snout!,3
grasp,raise!-(8-E2.0-M3-S3)-brash!-(3-E1.0-M1-S3)-crass!-(1-E1.0-M1-S1)-grasp!,4
squib,raise!-(21-E1.9-M3-S12)-stoic!-(1-E1.0-M1-S1)-squib!,3
flush,raise!-(17-E1.5-M2-S9)-floss!-(1-E1.0-M1-S1)-flush!,3
evict,raise!-(15-E2.1-M4-S7)-edict!-(1-E1.0-M1-S1)-evict!,3
shush,raise!-(17-E1.5-M2-S9)-floss!-(2-E1.0-M1-S2)-hussy!-(1-E1.0-M1-S1)-shush!,4
croup,raise!-(103-E4.8-M11-S19)-cloot-(6-E1.3-M2-S4)-crown!-(2-E1.0-M1-S2)-crock!-(1-E1.0-M1-S1)-croup!,5
expel,raise!-(121-E5.0-M14-S20)-betel!-(4-E1.5-M2-S2)-excel!-(1-E1.0-M1-S1)-expel!,4
abhor,raise!-(78-E4.7-M9-S13)-tronc-(9-E1.4-M2-S5)-borax!-(1-E1.0-M1-S1)-abhor!,4
stone,raise!-(17-E2.6-M5-S7)-stone!,2
